car_park_no,x_coord,y_coord,car_park_type,car_park_type_encoded,cluster_label
W549,23728.429,46002.0615,MULTI-STOREY CAR PARK,4,3
W55,23683.3329,46831.8539,MULTI-STOREY CAR PARK,4,3
W554,23871.6965,46028.6081,MULTI-STOREY CAR PARK,4,3
W56,23342.6004,46649.9806,MULTI-STOREY CAR PARK,4,3
W57,23118.191,46497.6326,MULTI-STOREY CAR PARK,4,3
W570,23182.8035,45847.6356,MULTI-STOREY CAR PARK,4,3
W574,24118.936,45812.819,MULTI-STOREY CAR PARK,4,3
W578,23923.9837,45898.4854,MULTI-STOREY CAR PARK,4,3
W579,23795.194,45862.9987,MULTI-STOREY CAR PARK,4,3
W58,23429.9641,46416.6889,MULTI-STOREY CAR PARK,4,3
W586,23702.34,45656.6161,MULTI-STOREY CAR PARK,4,3
W588,23701.8273,45550.4272,MULTI-STOREY CAR PARK,4,3
W59,23693.3134,46446.5191,MULTI-STOREY CAR PARK,4,3
W6,21838.7773,47085.957,SURFACE CAR PARK,5,3
W60,23521.1992,46312.5,SURFACE CAR PARK,5,3
W61,22505.7065,46103.3973,MULTI-STOREY CAR PARK,4,3
W62,22628.7386,46063.1814,MULTI-STOREY CAR PARK,4,3
W63,22780.0672,46063.1491,MULTI-STOREY CAR PARK,4,3
W64,23969.4738,46630.5468,MULTI-STOREY CAR PARK,4,3
W65,23844.7328,46979.1172,MULTI-STOREY CAR PARK,4,3
W66,24069.321,46974.6261,MULTI-STOREY CAR PARK,4,3
W67,24188.1546,47019.5375,MULTI-STOREY CAR PARK,4,3
W676,24373.674,46827.139,BASEMENT CAR PARK,0,3
W68,24350.2675,47010.7245,MULTI-STOREY CAR PARK,4,3
W69,24270.2765,47376.2034,MULTI-STOREY CAR PARK,4,3
W691,24983.383,46920.8143,MULTI-STOREY CAR PARK,4,3
W693,24703.9448,46642.49,MULTI-STOREY CAR PARK,4,3
W694,24850.6084,46636.9442,MULTI-STOREY CAR PARK,4,3
W7,21800.3125,47200.2539,SURFACE CAR PARK,5,3
W70,23937.0706,47352.2621,MULTI-STOREY CAR PARK,4,3
W71,24179.5955,47205.7795,MULTI-STOREY CAR PARK,4,3
W717,24141.7435,46956.0986,MULTI-STOREY CAR PARK,4,3
W72,24505.386,47143.788,MULTI-STOREY CAR PARK,4,3
W73,24711.6693,47219.5233,MULTI-STOREY CAR PARK,4,3
W74,23886.366,47208.9992,MULTI-STOREY CAR PARK,4,3
W75,23800.172,47218.8422,MULTI-STOREY CAR PARK,4,3
W76,23747.0647,47397.2586,MULTI-STOREY CAR PARK,4,3
W77,23613.1605,47523.5906,MULTI-STOREY CAR PARK,4,3
W78,23849.9464,47582.4593,MULTI-STOREY CAR PARK,4,3
W780,24414.7153,47764.032,MULTI-STOREY CAR PARK,4,3
W781,24637.5027,47838.0528,MULTI-STOREY CAR PARK,4,3
W782,24689.6411,47760.7102,MULTI-STOREY CAR PARK,4,3
W783,24750.7857,47717.9903,MULTI-STOREY CAR PARK,4,3
W785,24848.101,47634.821,MULTI-STOREY CAR PARK,4,3
W79,24123.1011,47708.2983,MULTI-STOREY CAR PARK,4,3
W799,24281.4205,47567.8164,MULTI-STOREY CAR PARK,4,3
W8M,21660.0118,46873.6677,MULTI-STOREY CAR PARK,4,3
W80,24330.2647,47756.4455,MULTI-STOREY CAR PARK,4,3
W81,24296.7171,47514.7036,MULTI-STOREY CAR PARK,4,3
W82,24471.0095,47352.6032,MULTI-STOREY CAR PARK,4,3
W83,23975.8384,46423.1877,MULTI-STOREY CAR PARK,4,3
W84,23837.6593,46282.3619,MULTI-STOREY CAR PARK,4,3
W85,24192.1416,46200.7694,MULTI-STOREY CAR PARK,4,3
W86,24420.08,46561.7115,MULTI-STOREY CAR PARK,4,3
W87,24317.8529,46691.9568,MULTI-STOREY CAR PARK,4,3
W88,24149.2668,46546.1362,MULTI-STOREY CAR PARK,4,3
W887,23702.7059,46585.151,MULTI-STOREY CAR PARK,4,3
W889,23582.22,46633.6669,MULTI-STOREY CAR PARK,4,3
W89,24131.2685,46393.746,MULTI-STOREY CAR PARK,4,3
W90,24304.8642,46201.7037,MULTI-STOREY CAR PARK,4,3
W91,24421.7399,46312.2663,MULTI-STOREY CAR PARK,4,3
W92,24520.8714,46439.9443,MULTI-STOREY CAR PARK,4,3
W93,24580.5607,46608.2682,MULTI-STOREY CAR PARK,4,3
W94,24441.8462,46881.242,MULTI-STOREY CAR PARK,4,3
W95,24490.3124,47314.8499,MULTI-STOREY CAR PARK,4,3
W96,24060.4226,46730.8096,MULTI-STOREY CAR PARK,4,3
W97,24212.7627,46796.478,MULTI-STOREY CAR PARK,4,3
W98,24682.0186,46808.9077,MULTI-STOREY CAR PARK,4,3
W99,24907.591,46937.7135,MULTI-STOREY CAR PARK,4,3
YHS,28508.3965,29880.2227,SURFACE CAR PARK,5,4
Y1,27412.0991,45841.0373,SURFACE CAR PARK,5,3
Y10,27995.96,45066.8145,SURFACE CAR PARK,5,3
Y11,27625.6289,45280.5234,SURFACE CAR PARK,5,3
Y12,27905.7385,46499.201,SURFACE CAR PARK,5,3
Y13,28505.9395,45881.9889,SURFACE CAR PARK,5,3
Y14,28260.7012,46043.2891,SURFACE CAR PARK,5,3
Y14A,28246.3185,46249.5229,SURFACE CAR PARK,5,3
Y15,28389.0234,46261.6211,SURFACE CAR PARK,5,3
Y16,28681.0314,46086.2424,SURFACE CAR PARK,5,3
Y16A,28648.4057,46162.6732,SURFACE CAR PARK,5,3
Y17,28872.75,46307.543,SURFACE CAR PARK,5,3
Y18,28689.2205,46383.1673,SURFACE CAR PARK,5,3
Y19,28538.5011,46605.7561,SURFACE CAR PARK,5,3
Y2,27414.6758,45987.2187,SURFACE CAR PARK,5,3
Y20,28504.9276,46440.0785,SURFACE CAR PARK,5,3
Y21,28426.9545,46510.8406,SURFACE CAR PARK,5,3
Y21A,28144.9395,46528.6914,SURFACE CAR PARK,5,3
Y21M,28170.8701,46340.318,MULTI-STOREY CAR PARK,4,3
Y22,28063.7034,47038.6663,SURFACE CAR PARK,5,3
Y23,27848.8519,44815.6702,SURFACE CAR PARK,5,3
Y24,27991.5046,44547.518,SURFACE CAR PARK,5,3
Y25,27742.9217,44276.3479,SURFACE CAR PARK,5,3
Y25M,27925.9358,44389.0052,MULTI-STOREY CAR PARK,4,3
Y26,28057.7461,43852.7148,SURFACE CAR PARK,5,3
Y27,28033.9316,44001.6406,SURFACE CAR PARK,5,3
Y28,28043.8717,44130.9725,SURFACE CAR PARK,5,3
Y28M,28117.1717,44138.2643,MULTI-STOREY CAR PARK,4,3
Y29,28135.416,44332.6484,SURFACE CAR PARK,5,3
Y3,27506.7793,46268.6172,SURFACE CAR PARK,5,3
Y3M,27349.1212,46139.6053,BASEMENT CAR PARK,0,3
Y30,28212.8196,44250.2645,SURFACE CAR PARK,5,3
Y30M,28270.7412,44261.2589,MULTI-STOREY CAR PARK,4,3
Y31,28380.8499,44273.0647,SURFACE CAR PARK,5,3
Y32,28587.6719,44363.8594,SURFACE CAR PARK,5,3
Y33,28302.5588,44890.0599,SURFACE CAR PARK,5,3
Y34,28351.4432,44631.5283,SURFACE CAR PARK,5,3
Y34A,28305.7045,44561.1014,SURFACE CAR PARK,5,3
Y35,28573.7168,44608.1172,SURFACE CAR PARK,5,3
Y36,28482.6126,44810.8534,SURFACE CAR PARK,5,3
Y37,28473.8291,44855.9633,SURFACE CAR PARK,5,3
Y38,28755.9082,44928.25,SURFACE CAR PARK,5,3
Y39,28802.1641,44647.4297,MECHANISED AND SURFACE CAR PARK,2,3
Y4,27798.7178,46273.0601,SURFACE CAR PARK,5,3
Y4T,27653.9599,46018.2543,SURFACE CAR PARK,5,3
Y40,28378.3276,44072.1863,SURFACE CAR PARK,5,3
Y41,28735.9258,45762.625,SURFACE CAR PARK,5,3
Y41M,28842.0106,45830.6181,MULTI-STOREY CAR PARK,4,3
Y43,28865.8374,45625.9622,SURFACE CAR PARK,5,3
Y45,29095.1082,45430.1318,SURFACE CAR PARK,5,3
Y45M,29036.205,45471.5063,MULTI-STOREY CAR PARK,4,3
Y46,29384.9686,45314.782,SURFACE CAR PARK,5,3
Y47,29361.3242,45648.9258,SURFACE CAR PARK,5,3
Y48,29613.5447,45679.9694,SURFACE CAR PARK,5,3
Y48M,29581.4638,45567.1012,MULTI-STOREY CAR PARK,4,3
Y49,29632.0687,45313.3234,SURFACE CAR PARK,5,3
Y49H,29580.5785,45145.6412,SURFACE CAR PARK,5,3
Y49L,29552.0163,45080.7449,SURFACE CAR PARK,5,3
Y49M,29580.9409,45111.9779,MULTI-STOREY CAR PARK,4,3
Y5,27865.2344,45870.8907,SURFACE CAR PARK,5,3
Y51,29529.83,44808.1062,SURFACE CAR PARK,5,3
Y51M,29363.3139,44945.2291,MULTI-STOREY CAR PARK,4,3
Y52M,29291.1048,44676.2316,MULTI-STOREY CAR PARK,4,3
Y53M,29413.0818,44965.2268,MULTI-STOREY CAR PARK,4,3
Y54M,28413.6222,45450.4144,MULTI-STOREY CAR PARK,4,3
Y56,28383.2891,45244.5078,SURFACE CAR PARK,5,3
Y57,29461.0058,45083.3281,SURFACE CAR PARK,5,3
Y58,27895.8292,46028.4287,SURFACE CAR PARK,5,3
Y59M,29764.6921,44893.3273,MULTI-STOREY CAR PARK,4,3
Y6,28097.4355,46026.6367,SURFACE CAR PARK,5,3
Y60M,29647.1253,44767.6656,MULTI-STOREY CAR PARK,4,3
Y61M,29588.007,44651.6313,MULTI-STOREY CAR PARK,4,3
Y62M,29238.4163,45775.1779,BASEMENT CAR PARK,0,3
Y63M,29300.8258,45930.8857,MULTI-STOREY CAR PARK,4,3
Y64M,29311.1504,46024.8152,MULTI-STOREY CAR PARK,4,3
Y65M,28968.6232,46042.758,MULTI-STOREY CAR PARK,4,3
Y66M,28998.1897,46163.9678,MULTI-STOREY CAR PARK,4,3
Y67,28843.2023,46462.2763,SURFACE CAR PARK,5,3
Y68L,29142.5387,44394.3419,SURFACE CAR PARK,5,3
Y68M,29255.0052,44464.5975,MULTI-STOREY CAR PARK,4,3
Y69L,29107.1794,44173.7841,SURFACE CAR PARK,5,3
Y69M,29197.6771,44201.2772,MULTI-STOREY CAR PARK,4,3
Y7,27346.9746,45449.3008,SURFACE CAR PARK,5,3
Y70M,28782.6987,44073.5278,MULTI-STOREY CAR PARK,4,3
Y71M,28841.6832,44257.3977,MULTI-STOREY CAR PARK,4,3
Y72M,28882.336,44065.4057,MULTI-STOREY CAR PARK,4,3
Y73M,28917.4786,44546.2792,MULTI-STOREY CAR PARK,4,3
Y74M,28931.6439,44600.7404,MULTI-STOREY CAR PARK,4,3
Y75M,29086.6991,44661.4096,MULTI-STOREY CAR PARK,4,3
Y76M,28940.4724,44825.8894,MULTI-STOREY CAR PARK,4,3
Y77M,29850.1522,45576.0125,MULTI-STOREY CAR PARK,4,3
Y78M,30049.0899,45166.0749,MULTI-STOREY CAR PARK,4,3
Y79L,29956.6805,45246.4831,SURFACE CAR PARK,5,3
Y79M,29856.603,45358.8531,MULTI-STOREY CAR PARK,4,3
Y8,27772.9219,45686.2734,SURFACE CAR PARK,5,3
Y80M,30167.5966,45330.3961,COVERED CAR PARK,1,3
Y81M,30194.3665,45535.3488,MULTI-STOREY CAR PARK,4,3
Y82M,29935.5818,45679.7181,MULTI-STOREY CAR PARK,4,3
Y83L,29649.6679,45882.3415,SURFACE CAR PARK,5,3
Y83M,29505.6858,45847.8567,MULTI-STOREY CAR PARK,4,3
Y9,28077.2305,45507.8047,SURFACE CAR PARK,5,3
