car_park_no,x_coord,y_coord,car_park_type,car_park_type_encoded,cluster_label
JM28,12683.1316,35279.6451,MULTI-STOREY CAR PARK,4,0
JM29,12551.4555,35465.1802,MULTI-STOREY CAR PARK,4,0
JM3,13838.2635,36303.7106,MULTI-STOREY CAR PARK,4,0
JM30,13595.4624,36957.2314,MULTI-STOREY CAR PARK,4,0
JM31,12894.0173,36018.9264,MULTI-STOREY CAR PARK,4,0
JM32,14062.3852,35973.1774,MULTI-STOREY CAR PARK,4,0
JM33,12321.9597,35318.7474,MULTI-STOREY CAR PARK,4,0
JM4,13598.5325,36287.4517,MULTI-STOREY CAR PARK,4,0
JM5,13512.8021,35739.3606,MULTI-STOREY CAR PARK,4,0
JM6,13359.4862,35709.3734,MULTI-STOREY CAR PARK,4,0
JM7,13497.6635,36071.1758,MULTI-STOREY CAR PARK,4,0
JM8,13330.2931,35944.9436,MULTI-STOREY CAR PARK,4,0
JM9,12808.9157,35648.0735,MULTI-STOREY CAR PARK,4,0
JRM,31175.747,32165.4237,MULTI-STOREY CAR PARK,4,4
JRTM,25441.3095,30196.268,MULTI-STOREY CAR PARK,4,4
JSA1,15969.0318,36726.9783,SURFACE CAR PARK,5,0
JSR2,13711.4533,36158.9284,SURFACE CAR PARK,5,0
JS1L,13822.1572,35914.7433,SURFACE CAR PARK,5,0
JS3L,13008.3628,35980.6896,SURFACE CAR PARK,5,0
JS33,12457.7938,35259.9777,SURFACE CAR PARK,5,0
JS4L,15568.9516,35541.8105,SURFACE CAR PARK,5,0
JS5L,12828.9589,35710.5525,SURFACE CAR PARK,5,0
J1,17402.9823,35401.3306,SURFACE CAR PARK,5,0
J10,17625.0718,36019.1003,SURFACE CAR PARK,5,0
J11,17607.7146,36118.9485,SURFACE CAR PARK,5,0
J12,17421.1122,36167.969,SURFACE CAR PARK,5,0
J13,17271.9009,36187.6309,SURFACE CAR PARK,5,0
J14,17512.2512,36248.7864,SURFACE CAR PARK,5,0
J15,17772.459,36243.0234,SURFACE CAR PARK,5,0
J16,17129.8093,36282.7747,SURFACE CAR PARK,5,0
J17,17110.9062,36422.9844,SURFACE CAR PARK,5,0
J18,17040.9824,36558.0742,SURFACE CAR PARK,5,0
J19,16942.1133,36672.5273,SURFACE CAR PARK,5,0
J2,17255.3159,35642.1729,SURFACE CAR PARK,5,0
J20,16777.377,36482.1289,SURFACE CAR PARK,5,0
J21,16487.2598,36798.418,SURFACE CAR PARK,5,0
J21A,16615.6323,36620.0095,SURFACE CAR PARK,5,0
J22,16523.8906,37047.8984,SURFACE CAR PARK,5,0
J23,16726.1406,36905.0234,SURFACE CAR PARK,5,0
J23M,16739.1947,36793.4383,MULTI-STOREY CAR PARK,4,0
J24,16619.8437,36430.0234,SURFACE CAR PARK,5,0
J25,16684.9102,36333.9766,SURFACE CAR PARK,5,0
J26,16568.1895,36340.3828,SURFACE CAR PARK,5,0
J27,15018.2256,36557.7852,SURFACE CAR PARK,5,0
J28,14999.1709,36634.0039,SURFACE CAR PARK,5,0
J29,15045.9395,36750.0547,SURFACE CAR PARK,5,0
J3,17112.1421,35740.2671,SURFACE CAR PARK,5,0
J30,14888.3145,36770.8398,SURFACE CAR PARK,5,0
J32,15441.7334,36438.2695,SURFACE CAR PARK,5,0
J33,15152.9335,36434.7257,SURFACE CAR PARK,5,0
J34,15398.4307,36577.707,SURFACE CAR PARK,5,0
J35,15335.207,36693.7578,SURFACE CAR PARK,5,0
J36,14883.267,37142.1353,SURFACE CAR PARK,5,0
J37,14921.6961,37045.2742,SURFACE CAR PARK,5,0
J38,15231.4766,36804.4414,SURFACE CAR PARK,5,0
J39,15538.8643,36919.3594,SURFACE CAR PARK,5,0
J4,17826.3697,35522.9964,SURFACE CAR PARK,5,0
J40,15709.2368,36905.2238,SURFACE CAR PARK,5,0
J41,15615.0684,36712.7969,SURFACE CAR PARK,5,0
J42,15786.7041,36706.2305,SURFACE CAR PARK,5,0
J43,15975.2217,36672.4648,SURFACE CAR PARK,5,0
J44,15904.8789,36553.3516,SURFACE CAR PARK,5,0
J45,16144.0439,36789.7031,SURFACE CAR PARK,5,0
J46,15284.1084,36874.7695,SURFACE CAR PARK,5,0
J47,15168.6443,36930.4317,SURFACE CAR PARK,5,0
J48,15219.7479,37142.2128,SURFACE CAR PARK,5,0
J49,15272.0103,37284.0817,SURFACE CAR PARK,5,0
J49M,15352.863,37320.212,MULTI-STOREY CAR PARK,4,0
J5,17883.7508,35609.7189,SURFACE CAR PARK,5,0
J50,15669.4749,37311.863,SURFACE CAR PARK,5,0
J51,15904.1348,37295.1406,SURFACE CAR PARK,5,0
J52,15914.5094,37063.4502,SURFACE CAR PARK,5,0
J53,16137.4785,36983.8477,SURFACE CAR PARK,5,0
J54,15890.8105,36893.8086,SURFACE CAR PARK,5,0
J55,15866.4258,36751.25,SURFACE CAR PARK,5,0
J56,17537.9507,35231.3632,SURFACE CAR PARK,5,0
J57,17516.667,35130.0187,SURFACE CAR PARK,5,0
J57L,17598.8143,35184.3604,SURFACE CAR PARK,5,0
J58,17576.3345,35155.1132,MULTI-STOREY CAR PARK,4,0
J6,17486.8128,35693.066,SURFACE CAR PARK,5,0
J60L,15152.11,36874.8285,SURFACE CAR PARK,5,0
J60M,15155.3093,36830.6309,MULTI-STOREY CAR PARK,4,0
J61,11874.875,35804.875,SURFACE CAR PARK,5,0
J62,11539.0898,35894.793,SURFACE CAR PARK,5,0
J62M,11666.8136,35782.3574,MULTI-STOREY CAR PARK,4,0
J63,11654.2969,35993.1406,SURFACE CAR PARK,5,0
J64,16707.915,36290.7825,MULTI-STOREY CAR PARK,4,0
J65,11971.8174,36102.7266,SURFACE CAR PARK,5,0
J66,12175.81,35939.8984,SURFACE CAR PARK,5,0
J67,12357.588,35978.1413,SURFACE CAR PARK,5,0
J68M,12264.1306,36023.6972,MULTI-STOREY CAR PARK,4,0
J69,12455.3311,35761.7852,SURFACE CAR PARK,5,0
J69M,12422.54,35944.981,MULTI-STOREY CAR PARK,4,0
J7,17395.7576,35966.8282,SURFACE CAR PARK,5,0
J70,12440.6748,36204.0469,SURFACE CAR PARK,5,0
J71,12514.7743,36484.9714,SURFACE CAR PARK,5,0
J72,12910.9012,36599.9072,SURFACE CAR PARK,5,0
J73,12965.2227,36238.1133,SURFACE CAR PARK,5,0
J74,12730.417,36090.9727,SURFACE CAR PARK,5,0
J74M,12812.9485,36110.9309,MULTI-STOREY CAR PARK,4,0
J75M,12397.1268,36260.1612,MULTI-STOREY CAR PARK,4,0
J76M,12558.9118,36274.9459,MULTI-STOREY CAR PARK,4,0
J77M,13002.919,36619.5998,MULTI-STOREY CAR PARK,4,0
J78M,12620.3435,35969.4867,MULTI-STOREY CAR PARK,4,0
J79M,12599.8443,36515.2018,MULTI-STOREY CAR PARK,4,0
J8,17789.8162,35843.6681,SURFACE CAR PARK,5,0
J8M,17884.6894,35867.6356,MULTI-STOREY CAR PARK,4,0
J80M,13270.9893,36409.7045,MULTI-STOREY CAR PARK,4,0
J81M,13182.8539,36856.8882,MULTI-STOREY CAR PARK,4,0
J82M,12322.8738,36443.2248,MULTI-STOREY CAR PARK,4,0
J83M,12613.8496,36926.4932,MULTI-STOREY CAR PARK,4,0
J84M,12771.2097,36650.4919,MULTI-STOREY CAR PARK,4,0
J85M,12744.1045,36899.5648,MULTI-STOREY CAR PARK,4,0
J86M,13061.8605,36897.8976,MULTI-STOREY CAR PARK,4,0
J88M,13965.0447,35981.9547,MULTI-STOREY CAR PARK,4,0
J89M,13819.7717,36058.9311,MULTI-STOREY CAR PARK,4,0
J9,17837.3306,36030.7859,SURFACE CAR PARK,5,0
J90,18444.8766,35967.1503,MULTI-STOREY CAR PARK,4,0
J91,18071.4794,35523.767,MULTI-STOREY CAR PARK,4,0
J92,18377.6747,35526.0278,MULTI-STOREY CAR PARK,4,0
J93,18186.6838,35712.1634,MULTI-STOREY CAR PARK,4,0
J94,17966.9948,35762.0649,MULTI-STOREY CAR PARK,4,0
J95,18403.3359,35807.1678,MULTI-STOREY CAR PARK,4,0
J96,18166.4546,35964.0009,MULTI-STOREY CAR PARK,4,0
J97,18276.4189,36061.6102,MULTI-STOREY CAR PARK,4,0
J98M,12813.2745,35771.8721,MULTI-STOREY CAR PARK,4,0
J99M,12722.6845,35766.8461,MULTI-STOREY CAR PARK,4,0
KAB,29009.336,29350.1611,BASEMENT CAR PARK,0,4
KAM,29110.783,29377.6082,MULTI-STOREY CAR PARK,4,4
KAML,29106.1357,29419.0762,SURFACE CAR PARK,5,4
KAS,29052.1921,29224.6796,SURFACE CAR PARK,5,4
KBM,31984.8599,33610.8985,MULTI-STOREY CAR PARK,4,4
KBRM,32562.6638,32889.7832,MULTI-STOREY CAR PARK,4,4
KB1,31959.8887,33979.5898,SURFACE CAR PARK,5,4
KB10,31369.1973,33463.1641,SURFACE CAR PARK,5,4
KB11,31383.6001,33648.8612,SURFACE CAR PARK,5,4
KB12,31145.9587,33485.5967,SURFACE CAR PARK,5,4
KB14,32089.1664,33646.109,SURFACE CAR PARK,5,4
KB17,31293.2559,33326.1406,SURFACE CAR PARK,5,4
KB18,31607.4592,33883.3513,SURFACE CAR PARK,5,4
KB20,31686.3712,33999.0332,MULTI-STOREY CAR PARK,4,4
KB3,32043.8984,33676,SURFACE CAR PARK,5,4
KB4,32158.2889,33930.5369,SURFACE CAR PARK,5,4
KB6,32530.8352,33607.979,SURFACE CAR PARK,5,4
KB7,32135.5156,33759.7891,SURFACE CAR PARK,5,4
KEM1,30136.2998,32358.8836,MULTI-STOREY CAR PARK,4,4
KE1,36412.1149,34662.9517,SURFACE CAR PARK,5,1
KE2,36579.9508,34967.3109,SURFACE CAR PARK,5,1
KE3,36751.9219,35122.572,SURFACE CAR PARK,5,1
KE3M,36690.7665,35134.9344,MULTI-STOREY CAR PARK,4,1
KE4,36895.1004,35095.7928,SURFACE CAR PARK,5,1
KJML,30035.265,32724.2432,SURFACE CAR PARK,5,4
KJM1,29722.4759,33152.4737,MULTI-STOREY CAR PARK,4,4
KJM2,30084.3192,32664.3631,MULTI-STOREY CAR PARK,4,4
KJ1,30083.6504,32880.4805,SURFACE CAR PARK,5,4
KJ2,29932.1543,32838.1094,SURFACE CAR PARK,5,4
KJ3,29848.7578,32968.1406,SURFACE CAR PARK,5,4
KJ4,30020.0977,33207.0158,SURFACE CAR PARK,5,4
KLM,30613.3563,32065.8984,MULTI-STOREY CAR PARK,4,4
KM1,33634.3718,32491.1189,MULTI-STOREY CAR PARK,4,4
KM2,34056.2683,32342.8113,MULTI-STOREY CAR PARK,4,4
KM3,33523.1191,32313.2942,MULTI-STOREY CAR PARK,4,4
KM4,33792.0373,32312.0363,MULTI-STOREY CAR PARK,4,4
KM5,33812.7654,32478.3858,MULTI-STOREY CAR PARK,4,4
KM6,34098.3121,32420.0166,MULTI-STOREY CAR PARK,4,4
KM6L,34068.6084,32547.8395,SURFACE CAR PARK,5,4
KRM,32454.2248,32632.6824,MULTI-STOREY CAR PARK,4,4
KTM,27480.5391,29500.8137,MULTI-STOREY CAR PARK,4,4
KTM2,27349.7876,29542.5114,MULTI-STOREY CAR PARK,4,4
KTM3,27480.2057,29232.1227,MULTI-STOREY CAR PARK,4,4
KTM4,27329.8822,29325.2282,MULTI-STOREY CAR PARK,4,4
KTM5,27570.7265,29441.0716,MULTI-STOREY CAR PARK,4,4
KTM6,27546.4706,29366.694,MULTI-STOREY CAR PARK,4,4
KUM1,35319.8966,34382.6444,MULTI-STOREY CAR PARK,4,1
KUM2,35281.6557,34583.8609,MULTI-STOREY CAR PARK,4,1
KU1,35764.1553,34634.4679,SURFACE CAR PARK,5,1
KU2,35904.5382,34433.0259,SURFACE CAR PARK,5,1
KU3,35693.8016,34294.5677,SURFACE CAR PARK,5,1
KU4,35426.6861,34198.7233,SURFACE CAR PARK,5,1
KU5,34682.004,34739.3755,SURFACE CAR PARK,5,1
KU9,35542.2415,34680.104,SURFACE CAR PARK,5,1
K10,33686.7144,32414.074,SURFACE CAR PARK,5,4
K19,34230.6149,32242.3548,SURFACE CAR PARK,5,4
K2,33456.8846,32339.0013,SURFACE CAR PARK,5,4
K2T,33589.582,32206.4841,SURFACE CAR PARK,5,4
K21,34152.4219,32154.25,SURFACE CAR PARK,5,4
K22,34127.5,32207.5039,SURFACE CAR PARK,5,4
K3T,33624.4511,32211.1481,SURFACE CAR PARK,5,4
K52,33696.3242,32544.5075,SURFACE CAR PARK,5,4
K7,33864.8318,32356.4852,SURFACE CAR PARK,5,4
K9,33891.3203,32539.3633,SURFACE CAR PARK,5,4
LBM,25985.8189,30193.5347,MULTI-STOREY CAR PARK,4,4
LT1,36701.4493,33951.4516,SURFACE CAR PARK,5,1
LT2,36631.1094,34016.6914,SURFACE CAR PARK,5,1
LT3,36588.6943,34141.3917,SURFACE CAR PARK,5,1
L1,32678.1348,36847.0548,SURFACE CAR PARK,5,1
MLM,24676.3894,30639.2696,MULTI-STOREY CAR PARK,4,4
MLM1,24684.8066,30491.8693,MULTI-STOREY CAR PARK,4,4
MM1,33981.2699,34740.5471,MULTI-STOREY CAR PARK,4,1
MM2,33873.4028,34064.3335,MULTI-STOREY CAR PARK,4,4
MM3,34087.5573,34277.3707,MULTI-STOREY CAR PARK,4,1
MM4,33807.9172,34598.3392,MULTI-STOREY CAR PARK,4,1
MM5,34149.4724,34667.1985,MULTI-STOREY CAR PARK,4,1
MM6,34318.7769,34060.4025,MULTI-STOREY CAR PARK,4,1
MM7,34296.3215,34188.8298,MULTI-STOREY CAR PARK,4,1
MM7L,34178.4766,34165.8832,SURFACE CAR PARK,5,1
MNM,30951.0578,33699.6625,MULTI-STOREY CAR PARK,4,4
MNRM,30906.0026,33644.1601,MULTI-STOREY CAR PARK,4,4
MN1,30880.3705,33808.8344,SURFACE CAR PARK,5,4
MN2,30565.2223,33368.7671,SURFACE CAR PARK,5,4
MP1,37371.0903,31905.8597,SURFACE CAR PARK,5,1
MP1M,36524.3349,31701.1168,MULTI-STOREY CAR PARK,4,1
MP12,36262.5434,31721.8625,SURFACE CAR PARK,5,1
MP13,36406.0703,31559.5098,SURFACE CAR PARK,5,1
MP14,36194.5872,31654.4656,SURFACE CAR PARK,5,1
MP15,36086.4038,31669.644,SURFACE CAR PARK,5,1
MP16,36149.1148,31581.2922,SURFACE CAR PARK,5,1
MP17,37231.475,32107.329,SURFACE CAR PARK,5,1
MP19,36133.3286,31515.2207,MULTI-STOREY CAR PARK,4,1
MP2,37274.8789,31840.2031,SURFACE CAR PARK,5,1
MP2M,36854.4147,31775.1611,MULTI-STOREY CAR PARK,4,1
MP20,36109.3594,31519.7479,SURFACE CAR PARK,5,1
MP3M,37128.3266,31854.8695,MULTI-STOREY CAR PARK,4,1
MP4M,37001.0531,31814.983,MULTI-STOREY CAR PARK,4,1
MP5,37220.0664,32048.6387,SURFACE CAR PARK,5,1
MP5M,36809.7582,31975.4666,MULTI-STOREY CAR PARK,4,1
MP5S,36819.8751,31889.6622,SURFACE CAR PARK,5,1
MP6,37244.1328,31980.8496,SURFACE CAR PARK,5,1
MP6M,36343.2232,31627.1688,MULTI-STOREY CAR PARK,4,1
MP6S,36356.2562,31612.4137,SURFACE CAR PARK,5,1
MP7,37055.7578,31990.209,SURFACE CAR PARK,5,1
MR3,30868.3965,32223.6387,SURFACE CAR PARK,5,4
MR4,30966.4004,32248.0234,SURFACE CAR PARK,5,4
MR5,31057.5078,32274.7238,SURFACE CAR PARK,5,4
MR6,31029.1022,32165.4648,SURFACE CAR PARK,5,4
MR7,31013.0397,32209.1946,SURFACE CAR PARK,5,4
M1,33911.4824,33924.4674,SURFACE CAR PARK,5,4
M16,33917.1152,34519.5107,SURFACE CAR PARK,5,1
M20,34003.7503,34423.7894,SURFACE CAR PARK,5,1
M25,34105.2715,34051.7061,SURFACE CAR PARK,5,4
M28,33769.1354,34814.6793,SURFACE CAR PARK,5,1
M3,33962.7323,34675.6377,SURFACE CAR PARK,5,1
M32,33506.0078,33840.2109,SURFACE CAR PARK,5,4
M33,33436.9727,33943.3672,SURFACE CAR PARK,5,4
M34,33822.8767,34967.5382,SURFACE CAR PARK,5,1
M35,33853.4512,34389.6627,SURFACE CAR PARK,5,4
M36,33796.2186,34304.2656,SURFACE CAR PARK,5,4
M37,33818.9546,34433.4006,SURFACE CAR PARK,5,4
M38,34027.245,34375.424,SURFACE CAR PARK,5,1
M4,34047.6106,34582.1714,SURFACE CAR PARK,5,1
NBRM,31304.4327,31815.6323,MULTI-STOREY CAR PARK,4,4
NTL,39437.1163,38289.5513,SURFACE CAR PARK,5,1
NT1,39457.9515,38139.8942,MULTI-STOREY CAR PARK,4,1
NT10,40461.228,38578.6537,MULTI-STOREY CAR PARK,4,1
NT11,40340.3893,38418.7633,MULTI-STOREY CAR PARK,4,1
NT12,39145.7911,39063.0552,MULTI-STOREY CAR PARK,4,1
NT13,39215.9628,38841.7874,MULTI-STOREY CAR PARK,4,1
NT2,39470.0333,38235.2559,MULTI-STOREY CAR PARK,4,1
NT3,39463.3913,38452.666,MULTI-STOREY CAR PARK,4,1
NT4,39453.5479,38608.266,MULTI-STOREY CAR PARK,4,1
NT5,39861.432,38191.3771,COVERED CAR PARK,1,1
NT6,40071.7965,38819.0019,MULTI-STOREY CAR PARK,4,1
NT6L,40022.4095,38900.4834,SURFACE CAR PARK,5,1
NT7,40204.2581,38671.6502,MULTI-STOREY CAR PARK,4,1
NT7L,40166.8931,38573.2629,SURFACE CAR PARK,5,1
NT8,39893.7093,38667.9402,MULTI-STOREY CAR PARK,4,1
NT9,40335.8086,38749.5219,MULTI-STOREY CAR PARK,4,1
PDC4,17475.2563,39985.5474,BASEMENT CAR PARK,0,2
PDC5,17989.9222,41499.0296,SURFACE/MULTI-STOREY CAR PARK,6,2
PDJ3,15435.0187,35211.8516,BASEMENT CAR PARK,0,0
PDJ7,12930.5286,36787.2543,SURFACE/MULTI-STOREY CAR PARK,6,0
PDL1,36861.9823,41783.2542,BASEMENT CAR PARK,0,1
PDL2,36878.2862,42747.5714,BASEMENT CAR PARK,0,1
PDP4,21106.05,40635.5878,SURFACE/MULTI-STOREY CAR PARK,6,2
PDP5,20516.3308,40817.8945,SURFACE CAR PARK,5,2
PDQ5,25514.1791,30563.4425,SURFACE/MULTI-STOREY CAR PARK,6,4
PDR2,42604.5156,38773.6442,SURFACE/MULTI-STOREY CAR PARK,6,1
PDR6,40065.8952,39988.2066,MULTI-STOREY CAR PARK,4,1
PDR7,39453.4352,40190.3477,SURFACE/MULTI-STOREY CAR PARK,6,1
PDS1,35624.873,40823.859,SURFACE/MULTI-STOREY CAR PARK,6,1
PDT8,39261.5396,37495.72,BASEMENT CAR PARK,0,1
PDW5,23640.69,45832.6288,SURFACE/MULTI-STOREY CAR PARK,6,3
PDW7,24076.3392,47457.4236,SURFACE/MULTI-STOREY CAR PARK,6,3
PDW8,23752.5835,46647.3671,SURFACE/MULTI-STOREY CAR PARK,6,3
PD8W,23295.7544,47198.0451,SURFACE/MULTI-STOREY CAR PARK,6,3
PLB1,41971.3984,39012.3008,SURFACE CAR PARK,5,1
PL10,36567.6957,42059.8507,MULTI-STOREY CAR PARK,4,1
PL11,36383.4393,42222.0385,MULTI-STOREY CAR PARK,4,1
PL12,36467.5455,41586.9263,MULTI-STOREY CAR PARK,4,1
PL13,36576.967,41721.609,MULTI-STOREY CAR PARK,4,1
PL14,35982.6704,42695.5596,MULTI-STOREY CAR PARK,4,1
PL15,36821.298,41862.4746,MULTI-STOREY CAR PARK,4,1
PL16,36463.3164,42276.7143,MULTI-STOREY CAR PARK,4,1
PL17,37244.6093,42288.7308,MULTI-STOREY CAR PARK,4,1
PL18,37013.9934,41998.5248,MULTI-STOREY CAR PARK,4,1
PL19,36545.1733,42395.6863,BASEMENT CAR PARK,0,1
PL20,37111.8432,42381.4517,MULTI-STOREY CAR PARK,4,1
PL21,37141.8926,41874.4571,MULTI-STOREY CAR PARK,4,1
PL22,37191.4597,42180.6537,MULTI-STOREY CAR PARK,4,1
PL23,35831.2383,42404.7448,MULTI-STOREY CAR PARK,4,1
PL24,36348.4338,42380.9942,BASEMENT CAR PARK,0,1
PL25,36731.4595,41935.1533,MULTI-STOREY CAR PARK,4,1
PL26,37123.7973,42130.2229,MULTI-STOREY CAR PARK,4,1
PL27,35762.7151,42260.5799,MULTI-STOREY CAR PARK,4,1
PL28,36145.8836,42652.6976,MULTI-STOREY CAR PARK,4,1
PL29,36897.0646,42490.1374,BASEMENT CAR PARK,0,1
PL30,36989.2194,41806.2447,BASEMENT CAR PARK,0,1
PL31,36110.4866,42837.2882,MULTI-STOREY CAR PARK,4,1
PL32,35933.3863,42966.5081,MULTI-STOREY CAR PARK,4,1
PL33,36521.4363,42569.3563,SURFACE CAR PARK,5,1
PL34,36309.071,42857.6068,MULTI-STOREY CAR PARK,4,1
PL35,36232.401,42775.4525,MULTI-STOREY CAR PARK,4,1
PL36,36113.2644,43096.1637,COVERED CAR PARK,1,1
PL37,36495.4409,42788.2417,MULTI-STOREY CAR PARK,4,1
PL38,36381.5675,42939.0974,MULTI-STOREY CAR PARK,4,1
PL39,35192.9049,42872.8244,MULTI-STOREY CAR PARK,4,1
PL40,35326.1743,42841.9622,MULTI-STOREY CAR PARK,4,1
PL41,35636.9282,42723.6586,MULTI-STOREY CAR PARK,4,1
PL42,36722.4823,42665.6779,MULTI-STOREY CAR PARK,4,1
PL43,35765.2615,42620.0879,COVERED CAR PARK,1,1
PL44,35568.6186,42304.0762,SURFACE CAR PARK,5,1
PL45,37034.4487,41726.1275,MULTI-STOREY CAR PARK,4,1
PL46,36714.9868,42459.2349,COVERED CAR PARK,1,1
PL47,35522.7156,42499.8392,MULTI-STOREY CAR PARK,4,1
PL48,35463.4411,42762.8004,COVERED CAR PARK,1,1
PL49,35463.2889,42357.9568,MULTI-STOREY CAR PARK,4,1
PL50,35358.2193,42587.4444,MULTI-STOREY CAR PARK,4,1
PL51,35270.4165,42433.5886,MULTI-STOREY CAR PARK,4,1
PL52,35584.2349,43559.8993,MULTI-STOREY CAR PARK,4,1
PL53,35217.6575,43016.4003,MULTI-STOREY CAR PARK,4,1
PL54,34902.6149,42928.77,MULTI-STOREY CAR PARK,4,1
PL55,35069.2354,43028.1349,MULTI-STOREY CAR PARK,4,1
PL56,36726.0925,43212.3119,MULTI-STOREY CAR PARK,4,1
PL57,37055.2239,42642.9595,MULTI-STOREY CAR PARK,4,1
PL58,37289.3261,42421.1514,MULTI-STOREY CAR PARK,4,1
PL59,35282.797,43327.1927,BASEMENT CAR PARK,0,1
PL60,36896.1695,43074.4327,MULTI-STOREY CAR PARK,4,1
PL61,36410.0435,43106.6938,MULTI-STOREY CAR PARK,4,1
PL62,34923.1009,43042.4085,MULTI-STOREY CAR PARK,4,1
PL63,36486.8089,43065.2274,MULTI-STOREY CAR PARK,4,1
PL64,36557.4238,43015.7992,MULTI-STOREY CAR PARK,4,1
PL65,35389.8621,43509.9902,BASEMENT CAR PARK,0,1
PL66,36352.1816,41721.0087,MULTI-STOREY CAR PARK,4,1
PL67,35143.9937,43367.4988,MULTI-STOREY CAR PARK,4,1
PL68,34935.4135,42745.609,MULTI-STOREY CAR PARK,4,1
PL69,37380.9995,42710.8525,MULTI-STOREY CAR PARK,4,1
PL70,34668.4946,42762.2985,MULTI-STOREY CAR PARK,4,1
PL71,37175.8873,42873.1765,MULTI-STOREY CAR PARK,4,1
PL72,34784.0419,42552.2276,MULTI-STOREY CAR PARK,4,1
PL73,34533.1571,42794.7856,MULTI-STOREY CAR PARK,4,1
PL74,34486.264,42569.8371,MULTI-STOREY CAR PARK,4,1
PL75,35281.7517,43917.728,MULTI-STOREY CAR PARK,4,1
PL76,35345.9447,43901.2419,MULTI-STOREY CAR PARK,4,1
PL77,37596.6187,42542.5155,MULTI-STOREY CAR PARK,4,1
PL78,35143.0392,43671.1572,MULTI-STOREY CAR PARK,4,1
PL79,37787.0655,42329.5838,BASEMENT CAR PARK,0,1
PL80,35655.2525,44286.5897,MULTI-STOREY CAR PARK,4,1
PL81,35919.5379,44619.0472,BASEMENT CAR PARK,0,1
PL82,35450.915,44307.2069,BASEMENT CAR PARK,0,1
PL83,35655.8827,44477.4339,BASEMENT CAR PARK,0,1
PL84,37695.6419,42190.0385,BASEMENT CAR PARK,0,1
PL85,35459.5056,44027.7283,MULTI-STOREY CAR PARK,4,1
PL86,36071.7449,44415.8333,MULTI-STOREY CAR PARK,4,1
PL87,36109.5023,44575.0173,BASEMENT CAR PARK,0,1
PL88,36576.359,44364.7351,MULTI-STOREY CAR PARK,4,1
PL89,36642.0912,44523.7985,MULTI-STOREY CAR PARK,4,1
PM1,41720.207,39587.085,MULTI-STOREY CAR PARK,4,1
PM10,42373.461,38753.7772,MULTI-STOREY CAR PARK,4,1
PM11,42482.8751,38537.8136,MULTI-STOREY CAR PARK,4,1
PM12,42657.807,38550.2316,MULTI-STOREY CAR PARK,4,1
PM13,42053.3726,38723.5879,MULTI-STOREY CAR PARK,4,1
PM14,42109.8791,38528.4122,MULTI-STOREY CAR PARK,4,1
PM15,42284.7957,38467.7932,MULTI-STOREY CAR PARK,4,1
PM16,42400.9355,38268.6092,MULTI-STOREY CAR PARK,4,1
PM17,42071.2657,38321.6853,MULTI-STOREY CAR PARK,4,1
PM18,41750.9103,38533.7141,MULTI-STOREY CAR PARK,4,1
PM19,41766.7964,38887.5806,MULTI-STOREY CAR PARK,4,1
PM2,42210.8365,39121.6128,MULTI-STOREY CAR PARK,4,1
PM20,40702.1342,38896.9108,MULTI-STOREY CAR PARK,4,1
PM21,40920.1747,39245.8244,MULTI-STOREY CAR PARK,4,1
PM22,41231.6084,38954.5238,MULTI-STOREY CAR PARK,4,1
PM23,40930.0174,38967.7033,MULTI-STOREY CAR PARK,4,1
PM24,41131.632,38802.2291,MULTI-STOREY CAR PARK,4,1
PM25,40496.5258,39820.0373,MULTI-STOREY CAR PARK,4,1
PM26,40316.681,39541.0967,MULTI-STOREY CAR PARK,4,1
PM27,40606.3885,39551.3513,MULTI-STOREY CAR PARK,4,1
PM28,40736.5955,39633.1743,MULTI-STOREY CAR PARK,4,1
PM29,40247.7753,39924.3544,MULTI-STOREY CAR PARK,4,1
PM3,42201.9401,39312.6071,MULTI-STOREY CAR PARK,4,1
PM30,40114.6224,39748.7266,MULTI-STOREY CAR PARK,4,1
PM32,39883.2972,40142.5172,MULTI-STOREY CAR PARK,4,1
PM33,39858.5997,39896.3925,MULTI-STOREY CAR PARK,4,1
PM34,39728.975,39998.0806,MULTI-STOREY CAR PARK,4,1
PM35,39721.1068,40304.2524,MULTI-STOREY CAR PARK,4,1
PM36,39546.2838,40486.3671,MULTI-STOREY CAR PARK,4,1
PM37,39429.3197,40431.9844,MULTI-STOREY CAR PARK,4,1
PM38,39565.4411,40102.7854,MULTI-STOREY CAR PARK,4,1
PM4,42258.6513,39567.5489,MULTI-STOREY CAR PARK,4,1
PM40,39358.5759,39992.2049,MULTI-STOREY CAR PARK,4,1
PM41,39214.3187,40090.5883,MULTI-STOREY CAR PARK,4,1
PM43,39108.47,39913.5495,MULTI-STOREY CAR PARK,4,1
PM44,39126.6463,39773.0358,MULTI-STOREY CAR PARK,4,1
PM45,39416.5981,39622.2609,MULTI-STOREY CAR PARK,4,1
PM46,39692.8318,39469.9703,MULTI-STOREY CAR PARK,4,1
PM5,42388.3371,39530.4506,MULTI-STOREY CAR PARK,4,1
PM6,42477.8773,39204.2227,MULTI-STOREY CAR PARK,4,1
PM7,42459.8111,38843.4823,MULTI-STOREY CAR PARK,4,1
PM8,42126.5924,39294.429,MULTI-STOREY CAR PARK,4,1
PM9,42233.462,38924.6687,MULTI-STOREY CAR PARK,4,1
